Author Name,Title,Cited By,Publication Year
Janet Scheel,Clinical manifestation of hemophilia A in the absence of mutations in the F8 gene that encodes FVIII: role of microRNAs,28,2020
Janet Scheel,Diabetic kidney disease,28,2016
Janet Scheel,Hyperandrogenism and Intersex controversies in Women's Olympics,28,2012
Janet Scheel,Self-care predictors of metabolic control in NIDDM patients,28,1990
Janet Scheel,Making an impact on kidney disease in people with type 2 diabetes: the importance of screening for albuminuria,27,2022
Janet Scheel,Monogenic and syndromic diabetes due to endoplasmic reticulum stress,27,2021
Janet Scheel,Optimizing postprandial glucose management in adults with insulin-requiring diabetes: report and recommendations,27,2019
Janet Scheel,Peptides identified on monocyte-derived dendritic cells: a marker for clinical immunogenicity to FVIII products,27,2019
Janet Scheel,"Continued use of an integrated meter with electronic logbook maintains improvements in glycemic control beyond a randomized, controlled trial",27,2007
Janet Scheel,Treatment of anemia with darbepoetin prior to dialysis initiation and clinical outcomes: analyses from the trial to reduce cardiovascular events with aranesp therapy (TREAT),26,2019
Janet Scheel,"Effect of a shoulder movement intervention on joint mobility, pain, and disability in people with diabetes: a randomized controlled trial",26,2018
Janet Scheel,Relationship between skin intrinsic fluorescence—an indicator of advanced glycation end products—and upper extremity impairments in individuals with diabetes mellitus,26,2015
Janet Scheel,Pharmacotherapy in type 2 diabetes: a functional schema for drug classification,26,2012
Janet Scheel,High-risk gastric pathology and prevalent autoimmune diseases in patients with pernicious anemia,25,2017
Janet Scheel,Liraglutide: effects beyond glycaemic control in diabetes treatment,25,2010
Janet Scheel,High prevalence and diversity of kidney dysfunction in patients with type 2 diabetes mellitus and coronary artery disease: the BARI 2D baseline data,25,2010
Janet Scheel,Change in albuminuria and eGFR following insulin sensitization therapy versus insulin provision therapy in the BARI 2D study,24,2014
Janet Scheel,Impact of incretin therapy on islet dysfunction: an underlying defect in the pathophysiology of type 2 diabetes,24,2009
Janet Scheel,Visual field loss in patients with diabetes in the absence of clinically-detectable vascular retinopathy in a nationally representative survey,23,2019
Janet Scheel,Improved glycemia with hybrid closed-loop versus continuous subcutaneous insulin infusion therapy: results from a randomized controlled trial,22,2023
Janet Scheel,Addition of exenatide twice daily to basal insulin for the treatment of type 2 diabetes: clinical studies and practical approaches to therapy,22,2012
Janet Scheel,Hypoglycaemia is reduced with use of inhaled Technosphere® Insulin relative to insulin aspart in type 1 diabetes mellitus,21,2020
Janet Scheel,Low dose chloroquine decreases insulin resistance in human metabolic syndrome but does not reduce carotid intima-media thickness,21,2019
Janet Scheel,Making insulin accessible: does inhaled insulin fill an unmet need?,21,2016
Janet Scheel,Inpatient glycemic control on the vascular surgery service,21,2008
Janet Scheel,Comparing the effects of insulin glargine and thiazolidinediones on plasma lipids in type 2 diabetes: a patient‐level pooled analysis,20,2012
Janet Scheel,"Human insulin analog (insulin aspart, IAsp) is comparable to human insulin (HI) in type 2 diabetes",20,1999
Janet Scheel,Association of baseline characteristics with insulin sensitivity and β-cell function in the glycemia reduction approaches in diabetes: a comparative effectiveness (GRADE) study …,19,2021
Janet Scheel,"ESRD after heart failure, myocardial infarction, or stroke in type 2 diabetic patients with CKD",19,2017
Janet Scheel,Combination of the dipeptidyl peptidase-4 inhibitor linagliptin with insulin-based regimens in type 2 diabetes and chronic kidney disease,19,2015
Janet Scheel,Linagliptin added to sulphonylurea in uncontrolled type 2 diabetes patients with moderate-to-severe renal impairment,19,2014
Janet Scheel,Psychosocial factors in patients with chronic kidney disease,19,2007
Janet Scheel,Translational and transcriptional responses in human primary hepatocytes under hypoxia,18,2019
Janet Scheel,Health-related quality of life assessments with once-weekly glucagon-like peptide-1 receptor agonists in type 2 diabetes mellitus,18,2018
Janet Scheel,Coverage for continuous glucose monitoring for individuals with type 2 diabetes treated with nonintensive therapies: an evidence-based approach to policymaking,17,2023
Janet Scheel,TCPRO: An In-Silico Risk Assessment Tool for Biotherapeutic Protein Immunogenicity,17,2019
Janet Scheel,Long-term efficacy and safety of linagliptin in patients with type 2 diabetes and severe renal impairment,17,2011
Janet Scheel,The Washington Manual of Endocrinology Subspecialty Consult,16,2012
Janet Scheel,Reexamining misconceptions about β-blockers in patients with diabetes,16,2009
Janet Scheel,"The effect of amino acids, monoamines and polyamines on pyruvate dehydrogenase activity in mitochondria from rat adipocytes",16,1990
Janet Scheel,"Strategies for glucose control in a study population with diabetes, renal disease and anemia (TREAT study)",15,2016
Janet Scheel,Options for prandial glucose management in type 2 diabetes patients using basal insulin: addition of a short‐acting GLP‐1 analogue versus progression to basal‐bolus therapy,15,2014
Janet Scheel,Effect of hyperglycemia on plasma sodium and potassium concentration revisited,15,1991
Janet Scheel,A single major gene controls most of the difference in susceptibility to streptozotocin-induced diabetes between C57BL/6J and C3H/HeJ mice,15,1989
Janet Scheel,People with type 1 diabetes and chronic kidney disease urgently need new therapies: a call for action,14,2023
Janet Scheel,Moyamoya syndrome causing stroke in young women with type 1 diabetes,14,2016
Janet Scheel,Comprehensive Pulmonary Safety Review of Inhaled Technosphere® Insulin in Patients with Diabetes Mellitus,13,2020
Janet Scheel,Mistaken identity: missed diagnosis of type 1 diabetes in an older adult,13,2019
Janet Scheel,Update on biosimilar insulins: a US perspective,12,2020
Janet Scheel,Repaglinide/rosiglitazone combination therapy of type 2 diabetes,12,2001
Janet Scheel,Comparative effects of glucose-lowering medications on kidney outcomes in type 2 diabetes: the GRADE randomized clinical trial,11,2023
Janet Scheel,Understanding inhaled Technosphere Insulin: Results of an early randomized trial in type 1 diabetes mellitus,11,2021
Janet Scheel,A phase 2 clinical investigation of pyridoxamine (Pyridorin) in type 1 and type 2 diabetic patients with overt diabetic nephropathy (PYR-205/207),11,2004
Janet Scheel,The Americans with disabilities act and diabetes,11,1994
Janet Scheel,Rationale and design of a randomised phase III registration trial investigating finerenone in participants with type 1 diabetes and chronic kidney disease: The FINE-ONE trial,10,2023
Janet Scheel,Consensus statement by the American Association of Clinical endocrinologists and American College of Endocrinology on the comprehensive type 2 diabetes management algorithm …,10,2016
Janet Scheel,Effects of major depression on health-related quality of life in type 2 diabetes: a controlled analysis,10,1999
Janet Scheel,Improvement in depression is associated with improvement in glycemic control,10,1995
Janet Scheel,Catheter obstruction with continuous subcutaneous insulin infusion: effect of insulin concentration,10,1992
Janet Scheel,"Increase access, reduce disparities: recommendations for modifying Medicaid CGM coverage eligibility criteria",9,2024
Janet Scheel,Heart Failure and Diabetes: Clinical significance and epidemiology of this two‐way association,9,2023
Janet Scheel,Clinical implications and guidelines for CKD in type 2 diabetes,9,2023
Janet Scheel,Mitigation of T-cell dependent immunogenicity by reengineering factor VIIa analogue,9,2019
Janet Scheel,Insulin aspart (Iasp) is as effective in continuous subcutaneous insulin infusion as in multiple daily injections for patients with type 2 diabetes,9,2001
Janet Scheel,"35th annual meeting of the European Association for the Study of diabetes: Brussels, Belgium, 28 September–2 October 1999",9,1999
Janet Scheel,The effect of intensive diabetes treatment on the progression of diabetic retinopathy in insulin-dependent diabetes mellitus,9,1995
Janet Scheel,"Restriction fragment polymorphisms of the HLA‐DR, HLA‐DQ, and insulin gene regions in IDDM: The GAW5 data",9,1989
Janet Scheel,"Safety, tolerability, and effectiveness of the sodium-glucose cotransporter 2 inhibitor (SGLT2i) dapagliflozin in combination with standard chemotherapy for patients with …",8,2023
Janet Scheel,Selecting among ADA/EASD tier 1 and tier 2 treatment options.,8,2009
Janet Scheel,Similar progression of diabetic retinopathy with glargine or NPH insulin in Type 2 diabetes (T2D),8,2008
Janet Scheel,Insulin aspart efficacy and safety compared to buffered regular insulin (Velosulin (R)) and insulin lispro for continuous subcutaneous insulin infusion,8,2001
Janet Scheel,"Identification of variants in the genomic leptin receptor sequence, and a comparison of frequencies in African American NIDDM and control probands",8,1997
Janet Scheel,Differential effects of type 2 diabetes treatment regimens on diabetes distress and depressive symptoms in the Glycemia Reduction Approaches in Diabetes: A Comparative …,7,2024
Janet Scheel,"Association of glycemia, lipids, and blood pressure with cognitive performance in people with type 2 diabetes in the Glycemia Reduction Approaches in Diabetes: A Comparative …",7,2021
Janet Scheel,Lost in translation: a disconnect between the science and Medicare coverage criteria for continuous subcutaneous insulin infusion,7,2021
Janet Scheel,Cheiroarthropathy: a common disorder in patients in the T1D exchange,7,2019
Janet Scheel,High prevalence of systemic rheumatic diseases in women with type 1 diabetes,7,2018
Janet Scheel,Manual Washington de especialidades clínicas. Endocrinología,7,2015
Janet Scheel,Angiotensin II receptor antagonist plus a thiazide diuretic is more efficacious for treating hypertension than either drug alone,7,2001
Janet Scheel,Major decrements in glycated hemoglobin levels between 1978 and 1989 in patients with insulin-dependent diabetes mellitus,7,1996
Janet Scheel,Insulin receptor gene polymorphisms (RFLPs) in American Blacks and Pima Indians: an assessment of the use of RFLPs in evaluating a candidate locus for NIDDM,7,1989
Janet Scheel,SampPick: selection of a cohort of subjects matching a population HLA distribution,6,2019
Janet Scheel,Independent components of chronic kidney disease as a cardiovascular risk factor: Results from the Kidney Early Evaluation Program (KEEP),6,2005
Janet Scheel,"Human insulin analog, insulin aspart, is a mealtime insulin comparable to human insulin in type 2 diabetes.",6,1999
Janet Scheel,"Effects of finerenone in people with chronic kidney disease and type 2 diabetes are independent of HbA1c at baseline, HbA1c variability, diabetes duration and insulin use at …",5,2023
Janet Scheel,Concentrated insulins: clinical update of therapeutic options,5,2020
Janet Scheel,Relationship of shoulder activity and skin intrinsic fluorescence with low level shoulder pain and disability in people with type 2 diabetes,5,2017
Janet Scheel,Efficacy and Safety Evaluation of Technosphere (R) Insulin vs. Inhaled Placebo in Insulin-Naive Type 2 Diabetes,5,2014
Janet Scheel,Effect of ruboxistaurin on albuminuria and GFR in persons with type 2 diabetes and nephropathy,5,2005
Janet Scheel,Attract clinical trials to an AMC,5,2001
Janet Scheel,OUTCOME OF A MULTICENTER RANDOMIZED CLINICAL-TRIAL OF ACE-INHIBITION IN DIABETIC NEPHROPATHY,5,1993
Janet Scheel,Management of the ‘wicked’combination of heart failure and chronic kidney disease in the patient with diabetes,4,2023
Janet Scheel,Interruption of CGM: frequency and adverse consequences,4,2023
Janet Scheel,Evidence‐based treatment of hyperglycaemia with incretin therapies in patients with type 2 diabetes and advanced chronic kidney disease,4,2020
Janet Scheel,Hidden epidemic—half of T1DM is diagnosed in adulthood,4,2018
Janet Scheel,American College of Endocrinology (ACE) Consensus statement by the American Association of Clinical Endocrinologists and American College of Endocrinology on the comprehensive …,4,2016
Janet Scheel,"K0ber L., Van de Werf F., Califf R., Pfeffer M. The effect of valsartan, captopril, or both on atherosclerotic events after acute myocardial infarction: an analysis of the …",4,2006
Janet Scheel,"Increased Na K ATPase content is associated with improved potassium regulation during maximal exercise after sprint training in non-diabetics, but not in type 1 diabetes mellitus",4,2003
Janet Scheel,Myocardial fatty acid oxidation is increased in patients with insulin dependent diabetes mellitus,4,2002
Janet Scheel,Longitudinal effects of glucose-lowering medications on β-cell responses and insulin sensitivity in type 2 diabetes: The grade randomized clinical trial,3,2024
Janet Scheel,MODY5 and serous ovarian carcinoma in 17q12 recurrent deletion syndrome,3,2023
Janet Scheel,A comparison of continuous glucose monitoring estimated hemoglobin A1c in adults with type 1 or type 2 diabetes,3,2023
Janet Scheel,Baseline risk markers and visit-to-visit variability in relation to kidney outcomes–A post-hoc analysis of the PERL study,3,2022
Janet Scheel,Insulin Receptor Autoantibody–mediated Hypoglycemia in a Woman With Mixed Connective Tissue Disease,3,2022
Janet Scheel,Biologic and social factors predict incident kidney disease in type 1 diabetes: Results from the T1D exchange clinic network,3,2019
Janet Scheel,Influence of donor and recipient gender on telomere maintenance after umbilical cord blood cell transplantation: a study by the gruppo italiano trapianto di midollo osseo,3,2019
Janet Scheel,Severe ovarian hyperstimulation syndrome in patients with autoimmune disorders: a report of two cases.,3,2014
Janet Scheel,Efficacy and safety of linagliptin as add-on to basal insulin in patients with type 2 diabetes and renal impairment,3,2014
Janet Scheel,Anti-diabetes therapy: safety considerations for patients with impaired kidney function,3,2014
Janet Scheel,Aace Comprehensive Diabetes Management Algorithm 2013: Task Force,3,2013
Janet Scheel,PPAR-pathway gene polymorphism associated with extent of coronary artery disease in patients with type 2 diabetes in the BARI 2D trial,3,2011
Janet Scheel,An electronic logbook maintains improvement in glycemic control: observational assessment following a randomized controlled trial,3,2006
Janet Scheel,Impart of increased lipid delivery on myocardial fatty acid oxidation in type 1 diabetics,3,2002
Janet Scheel,Gastrointestinal absorption of soy sterols and soy stanols in human subjects.,3,2002
Janet Scheel,The clinical usefulness of measuring apolipoproteins in diabetic patients: a preliminary report,3,1986
Janet Scheel,Beta-Hydroxybutyrate Levels and Risk of Diabetic Ketoacidosis in Adults with Type 1 Diabetes Treated with Sotagliflozin,2,2024
Janet Scheel,ABCC8-related monogenic diabetes presenting like type 1 diabetes in an adolescent,2,2023
Janet Scheel,The Nuances Surrounding Insulin Prescribing,2,2023
Janet Scheel,Contemporary Prevalence of Diabetic Neuropathy in Type 1 Diabetes (T1D)—Findings from the T1D Exchange,2,2018
Janet Scheel,The transition from obesity with insulin resistance to type-2 diabetes mellitus is associated with progressively worsening in myocardial substrate metabolism,2,2006
Janet Scheel,Carvedilol versus metropolol in diabetic hypertensive patients,2,2005
Janet Scheel,Depression as a barrier to tight glycaemic control: Controlling peaks and valleys,2,2003
Janet Scheel,The RENAAL ESRD risk score: A risk score system for predicting end-stage renal disease in patients with type 2 diabetes and nephropathy.,2,2002
Janet Scheel,The risk of developing end-stage renal disease in patients with type 2 diabetes and nephropathy: Lessons from the RENAAL study,2,2002
Janet Scheel,Glucose metabolism in nondiabetic subjects during the perioperative period,2,1991
Janet Scheel,The Current and Future Role of Insulin Therapy in the Management of Type 2 Diabetes: A Narrative Review,1,2024
Janet Scheel,"Cystic and Atrophic Kidneys, Atrophic Pancreas, Arcuate Uterus, and Diabetes Mellitus Associated With Deletion of HNF1β Gene",1,2024
Janet Scheel,Poor glycemic control is associated with more rapid kidney function decline after the onset of diabetic kidney disease,1,2024
Janet Scheel,Short-term multifactorial intervention (STEMI): An approach using structured blood glucose monitoring (BGM) and conventional therapies in persons with diabetes,1,2023
Janet Scheel,"Effects of finerenone in persons with CKD and T2D are independent of HbA1c at baseline, HbA1c variability, diabetes duration and insulin use at baseline.",1,2023
Janet Scheel,"Comparative Effectiveness of Sodium-Glucose Cotransporter 2 Inhibitors vs Sulfonylureas in Patients With Type 2 Diabetes (vol 181, pg 1043, 2021)",1,2021
Janet Scheel,Voluntary adoption of an all in match policy in the medical specialties matching program: advantages and disadvantages,1,2019
Janet Scheel,1681-P: Polyendocrinopathy in Type 1 Diabetes: A Transatlantic Comparison,1,2019
Janet Scheel,‘SeXX’matters: In the myocardium of patients with type 1 diabetes,1,2016
Janet Scheel,Safety and efficacy of hyperglycemia urgency order set,1,2014
Janet Scheel,Implementation of a real-time informatics alert with clinical decision support for prevention of severe hypoglycemia,1,2013
Janet Scheel,Diabetes management among adults under excellent control in the type 1 diabetes exchange clinic registry: How do they do it?,1,2012
Janet Scheel,Effect of Gender on Outcomes in Patients with T2D Treated with Insulin Glargine vs Comparators,1,2011
Janet Scheel,Prediction and prevention of inpatient hypoglycemia,1,2011
Janet Scheel,Targeting Inpatient Diabetic Hypoglycemia: An Interventional and Educational Strategy,1,2010
Janet Scheel,Approach to obesity in patients with pelvic floor dysfunction.,1,2009
Janet Scheel,The Decrease in Microalbuminuria with Carvedilol Therapy is not Enhanced by Concurrent use of a statin,1,2007
Janet Scheel,26.01—10: 30 am: Impact of Gender on Changes in Myocardial Substrate Metabolism in the Transition from Obesity to Diabetes Mellitus,1,2007
Janet Scheel,Clinical Research Study,1,2007
Janet Scheel,Obesity: growing impact on CKD,1,2006
Janet Scheel,Diyabette anemi ve eritropoetinin rolü,1,2006
Janet Scheel,Recruiting research participants,1,2005
Janet Scheel,Acarbose in'Early'Diabetes-Data from the Early Diabetes Intervention Program (EDIP),1,2005
Janet Scheel,Microalbuminuria and hyperglycemia: the changing landscape of chronic kidney disease (CKD),1,2005
Janet Scheel,Demographic analyses of the effects of carvedilol vs. metoprolol in subjects with type 2 diabetes and hypertension in the GEMINI study,1,2005
Janet Scheel,P-234: Weight changes and insulin sensitivity-not all beta-blockers are created equal,1,2005
Janet Scheel,Guest editorial: Diabetic kidney disease,1,2005
Janet Scheel,New point-of-care test identifies diabetic ketoacidosis in triage,1,2004
Janet Scheel,Advanced Glycation Endproducts (AGEs) predict worsening of diabetic retinopathy in Diabetes Control and Complications Trial/Epidemiology of Diabetes Interventions and …,1,2003
Janet Scheel,Transdermal glucose monitoring system: Comparison between patient specific and universal calibration during extremes of hypo and hyperglycemia,1,2000
Janet Scheel,Panic disorder misperceived as hypoglycemia,1,1995
Janet Scheel,LIMITATION OF QUANTIFICATION OF MYOCARDIAL GLUCOSE-UTILIZATION RATES BY PATLAK GRAPHICAL ANALYSIS IN PATIENTS WITH CORONARY-ARTERY DISEASE,1,1994
Janet Scheel,"MECHANISMS RESPONSIBLE FOR IMPAIRED FIBRINOLYSIS IN OBESE, NORMAL, AND TYPE-II DIABETIC SUBJECTS",1,1992
Janet Scheel,ABNORMAL MYOCARDIAL ULTRASONIC BACKSCATTER IN DIABETES-MELLITUS (DM)-RELATIONSHIP TO SYSTEMIC MANIFESTATIONS,1,1990
Janet Scheel,"Poly amines, Monoamines, and Amino Acids Alter Pyruvate Dehydrogenase Complex Activity in Mitochondria from Rat Adipocytesa",1,1989
Janet Scheel,"THE EFFECT OF POLYAMINES, MONOAMINES AND AMINO-ACIDS ON PYRUVATE-DEHYDROGENASE ACTIVITY FROM RAT ADIPOCYTE MITOCHONDRIA",1,1985
Janet Scheel,930-P: Dapagliflozin Improves Glucose Metrics and Decreases Insulin Requirements in Adults with Type 1 Diabetes but Adds Ketosis Risk,0,2024
Janet Scheel,78-OR: Breath Acetone Correlates with Capillary Beta Hydroxybutyrate in Type 1 Diabetes,0,2024
Janet Scheel,911-P: Effect of Dapagliflozin on Blood and Breath Ketones during Supervised Insulin Withdrawal in Adults with Type 1 Diabetes,0,2024
Janet Scheel,Decreased sarcoplasmic reticulum phospholipids in human skeletal muscle are associated with metabolic syndrome,0,2024
Janet Scheel,Efficacy and safety of finerenone in patients with CKD and type 2 diabetes across the frailty spectrum: a FIDELITY post hoc analysis,0,2024
Janet Scheel,PB1051 Tyrosine Under-Sulfation of Factor VIII Results in T-Cell Response and Decreased Affinity Towards Thrombin in a Model System,0,2023
Janet Scheel,SAT256 Buschke Loewenstein Tumor Presenting With Hypercalcemia,0,2023
Janet Scheel,Editorial for July/August Issue of AACE Clinical Case Reports,0,2023
Janet Scheel,insulin dosing safety in CKD,0,2023
Janet Scheel,Clinical Case,0,2023
Janet Scheel,Rationale and Design of a Phase 3 Registration Trial Investigating Finerenone in Participants with CKD and Type 1 Diabetes Using a Urine Albumin-Creatinine Ratio (UACR) End …,0,2023
Janet Scheel,A Comparison of CGM Estimated Hemoglobin A1c in Adults with Type 1 or Type 2 Diabetes.,0,2022
Janet Scheel,Finerenone in Patients With Chronic Kidney Disease and Type 2 Diabetes by Sodium-Glucose Cotransporter 2 Inhibitor Treatment: The FIDELITY Analysis,0,2022
Janet Scheel,"Effects of finerenone in patients with chronic kidney disease and type 2 diabetes are independent of HbA (1c) at baseline, HbA (1c) variability and duration of diabetes",0,2022
Janet Scheel,405-P: Glycemic Control Impacts Renal Function Decline among People with Type 1 Diabetes after the Onset of Diabetic Kidney Disease,0,2022
Janet Scheel,706-P: CGM Disruption: A Common Phenomenon,0,2022
Janet Scheel,676-P: Difference in CGM Estimated Hemoglobin A1c in Adults with Type 1 and Type 2 Diabetes,0,2022
Janet Scheel,"16-LB: Effects of Finerenone in Patients with CKD and T2D Are Independent of HbA1c at Baseline, HbA1c Variability, and Duration of Diabetes",0,2022
Janet Scheel,1324-P: Short-Term Effects of Glycemia-Lowering Medications on ß-Cell Function in the GRADE Study,0,2022
Janet Scheel,Novel Agents in the Management of Diabetes and Risk of Worsening Diabetic Retinopathy,0,2022
Janet Scheel,IMPROVED GLYCEMIC CONTROL WITH HYBRID CLOSED-LOOP (HCL) VERSUS CONTINUOUS SUBCUTANEOUS INSULIN INFUSION (CSII) THERAPY: RESULTS FROM A RANDOMIZED CONTROLLED TRIAL (RCT),0,2022
Janet Scheel,Perioperative Care of Patients Using Wearable Diabetes Devices,0,2022
Janet Scheel,Please let us know how this document benefits you.,0,2022
Janet Scheel,Letter to the Editor from McKee and McGill:“Glycemic Control and Variability of Diabetes Secondary to Total Pancreatectomy Assessed by Continuous Glucose Monitoring”,0,2021
Janet Scheel,了解吸入性胰岛素: 1 型糖尿病早期随机试验的结果,0,2021
Janet Scheel,"Comparative Effectiveness of SGLT2 Inhibitors, GLP1 Receptor Agonists, DPP4 Inhibitors, and Sulfonylureas on Risk of Kidney Outcomes: Emulation of a Target Trial Using …",0,2020
Janet Scheel,Comparative Effectiveness of SGLT2 Inhibitors vs. Other Antihyperglycemics on Risk of Kidney Outcomes: A Cohort Study: PO1014,0,2020
Janet Scheel,1102-P: Impact of Treatment with Sotagliflozin on the Incidence of Severe Hypoglycemia in Patients with T1D,0,2020
Janet Scheel,305-OR: Glycemic Variability and Progression of CKD: PERL Substudy,0,2020
Janet Scheel,Non-alcoholic Steatohepatitis,0,2020
Janet Scheel,Diabetes mellitus y trastornos relacionados,0,2020
Janet Scheel,Visual Field Loss in Patients with Diabetes in the Absence of Clinically-Detectable Vascular Retinopathy,0,2019
Janet Scheel,1716-P: MODY5 and Serous Ovarian Carcinoma in 17q12 Recurrent Deletion Syndrome,0,2019
Janet Scheel,在 HealthFacts 数据库中成年 1 型糖尿病患者合并自身免疫性疾病的患病率高,0,2019
Janet Scheel,SAT-146 Short-Term Optimization of Glucose Control Using Self-Monitored Blood Glucose and Standard Therapies,0,2019
Janet Scheel,英文原稿の紹介 糖尿病および末梢神経障害を併存する患者に対する荷重位運動と免荷運動の比較: ランダム化比較試験,0,2019
Janet Scheel,Contemporary prevalence of diabetic neuropathy in type 1 diabetes: findings from the T1D Exchange,0,2018
Janet Scheel,Risk Factors for Adverse Kidney Disease Outcomes in Type 1 Diabetes (T1D),0,2018
Janet Scheel,Development of an Assay to Detect Pre-Existing Anti-Cas9 Antibodies and an Estimate of the Prevalence of Anti-Staphylococcus-and Streptococcus-Cas9 Antibodies in the US Population,0,2018
Janet Scheel,HIGH PREVALENCE OF SYSTEMIC COLLAGEN VASCULAR DISEASE IN WOMEN WITH T1DM,0,2018
Janet Scheel,Continuous Glucose Monitoring in Patients With Type 2 Diabetes,0,2017
Janet Scheel,"Effect of a Shoulder Movement Intervention on Joint Mobility, Pain, and Disability in People with Diabetes",0,2017
Janet Scheel,Inhaled Insulin: To Use or Not to Use?,0,2017
Janet Scheel,Injectable vs Inhaled Prandial Insulin: Patient Selection and Education for Individualized Treatment,0,2017
Janet Scheel,Co-Morbidities in Diabetes and Cardiovascular Disease,0,2017
Janet Scheel,Metabolic Syndrome Characteristics in Early Onset T1DM vs. LADA Patients,0,2016
Janet Scheel,Moyamoya Disease Causing Stroke in Young Women with Type 1 Diabetes,0,2016
Janet Scheel,Maximizing Patient Safety with Newly Approved Therapies: Focus on SGLT2 Inhibitors,0,2015
Janet Scheel,Autoimmune diseases in children and adults with type 1 diabetes from the type 1 diabetes exchange clinic registry,0,2015
Janet Scheel,Pituitary Dysfunction in Developmental Delay: Medical and Ethical Concerns,0,2015
Janet Scheel,Response to Pneumococcal Vaccine in Patients with T1DM and Immune Deficiency,0,2015
Janet Scheel,P329 Efficacité et tolérance de la linagliptine en association à l’insuline basale chez des patients diabétiques de type 2 avec insuffisance rénale,0,2015
Janet Scheel,"Type 2 Diabetes, Obesity, and Gender Affect 1 the Fate of Glucose in the Human Heart 2",0,2015
Janet Scheel,Prevention of inpatient hypoglycemia with a real‐time informatics alert,0,2014
Janet Scheel,Marriage Can Be Murder; Impact of Spousal Behaviors on A1c in Type 1 DM,0,2013
Janet Scheel,Prospective Dosing of NPH Insulin to Prevent Steroid Induced Hyperglycemia,0,2013
Janet Scheel,Standards of Care for Diabetes Mellitus,0,2012
Janet Scheel,Polyendocrine Syndromes,0,2012
Janet Scheel,Diabetes Mellitus Type,0,2012
Janet Scheel,Prevention of Inpatient Severe Hypoglycemia With a Real-Time Informatics Alert,0,2012
Janet Scheel,META-HCQ,0,2012
Janet Scheel,"Evaluation of Insulin Administration Error Rate at a Large, Tertiary Care Center",0,2010
Janet Scheel,Center of Macula (COM) Involvement by Diabetic Macular Edema (DME): Time-Dependence of Vision Loss and Implications for the FOCAL Study of Ruboxistaurin (RBX) in Patients with …,0,2010
Janet Scheel,The Diabetes Network of St. Louis: Bridging the Health Care Gap with Lay Educators,0,2009
Janet Scheel,Impact of gender on the myocardial metabolic response to diabetic therapy,0,2009
Janet Scheel,JOURNAL MEDICIN E,0,2009
Janet Scheel,Nowe spojrzenie na błędne poglądy na temat stosowania β-adrenolityków u chorych na cukrzycę,0,2009
Janet Scheel,FINE-NEEDLE ASPIRATION BIOPSY OF PARATHYROID ADENOMAS IS CONTROVERSIAL/In Response,0,2007
Janet Scheel,Chronic Kidney,0,2007
Janet Scheel,Change in lipid variables with insulin glargine versus pioglitazone in T2DM patients inadequately controlled on a sulfonylurea or metformin,0,2007
Janet Scheel,Change in Lipid Variables with Insulin Glargine (GLAR) vs. Pioglitazone (PIO) Added to a Sulfonylurea (SU) or Metformin (MET).,0,2007
Janet Scheel,53: Correlates of Chronic Kidney Disease (CKD) Among Hispanic Subgroups: Results from the Kidney Early Evaluation Program (KEEP),0,2007
Janet Scheel,"4.8: Impact of hyperinsulinemic-euglycemic clamp (HIEG) during cardiac work on myocardial glucose metabolism, oxidation and glycogen formation in type 1 diabetic patients",0,2007
Janet Scheel,Consultants for the American Journal of Nephrology 2007,0,2007
Janet Scheel,Wirkung von Ruboxistaurin auf Albuminurie und GFR bei Patienten mit Typ-2-Diabetes und diabetischer Nephropathie,0,2007
Janet Scheel,127,0,2007
Janet Scheel,Non-invasive measurements of myocardial glycolysis and glycogen storage in type 1 diabetes patients using 1-C-11-glucose and compartmental modeling,0,2006
Janet Scheel,Article Reviewers for 2006,0,2006
Janet Scheel,Chronic Kidney,0,2006
Janet Scheel,Impact of carvedilol on microalbuminuria is independent of the statin effect,0,2006
Janet Scheel,Effect of the oral PKC beta post hoc analysis of renal safety data from two diabetic retinopathy trials,0,2006
Janet Scheel,"Clinical safety of the selective PKC beta inhibitor, rubox-istaurin, in patients with diabetic microvascular complications",0,2006
Janet Scheel,Effect of obesity and type II diabetes mellitus on myocardial substrate metabolism,0,2006
Janet Scheel,Racial and gender differences in hypertension control in chronic kidney disease: Results from the Kidney Early Evaluation Program (KEEP),0,2006
Janet Scheel,Secondary hyperparathyroidism (SHP) in stages 3 and 4 chronic kidney disease (CKD) despite K/DOQI target phosphorus: NKF's kidney early evaluation program (KEEP) results.,0,2006
Janet Scheel,Effect of Free Fatty Acids (FFA) on Myocardial Metabolism in T1DM,0,2005
Janet Scheel,Quality of Life Scores Show Improvement in Diabetes Symptoms on Carvedilol vs Metoprolol in GEMINI,0,2005
Janet Scheel,Differential Effect of [beta]-Blocker Therapy on Insulin Resistance as a Function of Insulin Sensitizer Use,0,2005
Janet Scheel,A High Frequency of Inaccuracies in Paper Logbooks Detected by Comparison to Meter Downloads,0,2005
Janet Scheel,P-222: Differential effects of [beta]-blockers in combination with renin angiotensin system blockers on microalbuminuria in patients with type 2 diabetes and hypertension,0,2005
Janet Scheel,P-256: β-Blockers in combination with renin antiotensin system blockade facilitate attaining blood pressure goals with differences in metabolic consequences,0,2005
Janet Scheel,Metabolic effects of carvedilol versus metoprolol in patients with type 2 diabetes and hypertension: Results of the GEMINI trial,0,2005
Janet Scheel,Lack of insurance is associated with a higher prevalence of chronic kidney disease: Results from the kidney early evaluation program,0,2005
